match_no,ballnumber,inningno,over,outcome,batter,bowler,comment
6,38,2,5.1,5,Kyle Mayers,Moeen Ali,"Moeen Ali to Kyle Mayers, 5 runs,"
6,39,2,5.2,1,KL Rahul,Moeen Ali,"Moeen Ali to KL Rahul, 1 run,"
6,40,2,5.3,w,Kyle Mayers,Moeen Ali,"Moeen Ali to Kyle Mayers, no run,                           Wicket - c Devon Conway b Moeen Ali batsmen out 53(22)"
6,41,2,5.4,0,Deepak Hooda,Moeen Ali,"Moeen Ali to Deepak Hooda, no run,"
6,42,2,5.5,0,Deepak Hooda,Moeen Ali,"Moeen Ali to Deepak Hooda, no run,"
6,43,2,5.6,1,Deepak Hooda,Moeen Ali,"Moeen Ali to Deepak Hooda, 1 run,"
6,44,2,6.1,1,Deepak Hooda,Mitchell Santner,"Mitchell Santner to Deepak Hooda, 1 run,"
6,45,2,6.2,0,KL Rahul,Mitchell Santner,"Mitchell Santner to KL Rahul, no run,"
6,46,2,6.3,0,KL Rahul,Mitchell Santner,"Mitchell Santner to KL Rahul, no run,"
6,47,2,6.4,1,KL Rahul,Mitchell Santner,"Mitchell Santner to KL Rahul, 1 run,"
6,48,2,6.5,0,Deepak Hooda,Mitchell Santner,"Mitchell Santner to Deepak Hooda, no run,"
6,49,2,6.6,w,Deepak Hooda,Mitchell Santner,"Mitchell Santner to Deepak Hooda, no run,                           Wicket - c Ben Stokes b Mitchell Santner batsmen out 2(6)"
6,50,2,7.1,0,KL Rahul,Moeen Ali,"Moeen Ali to KL Rahul, no run,"
6,51,2,7.2,w,KL Rahul,Moeen Ali,"Moeen Ali to KL Rahul, no run,                           Wicket - c RD Gaikwad b Moeen Ali batsmen out 20(18)"
6,52,2,7.3,1,Marcus S,Moeen Ali,"Moeen Ali to Marcus Stoinis, 1 run,"
6,53,2,7.4,0,Krunal Pandya,Moeen Ali,"Moeen Ali to Krunal Pandya, no run,"
6,54,2,7.5,0,Krunal Pandya,Moeen Ali,"Moeen Ali to Krunal Pandya, no run,"
6,55,2,7.6,1,Krunal Pandya,Moeen Ali,"Moeen Ali to Krunal Pandya, 1 run,"
6,56,2,8.1,1,Krunal Pandya,Mitchell Santner,"Mitchell Santner to Krunal Pandya, 1 run,"
6,57,2,8.2,1,Marcus S,Mitchell Santner,"Mitchell Santner to Marcus Stoinis, 1 run,"
6,58,2,8.3,6,Krunal Pandya,Mitchell Santner,"Mitchell Santner to Krunal Pandya, Six,"
6,59,2,8.4,1lb,Krunal Pandya,Mitchell Santner,"Mitchell Santner to Krunal Pandya, 1 leg bye,"
6,60,2,8.5,2,Marcus S,Mitchell Santner,"Mitchell Santner to Marcus Stoinis, 2 runs,"
6,61,2,8.6,1,Marcus S,Mitchell Santner,"Mitchell Santner to Marcus Stoinis, 1 run,"
6,62,2,9.1,6,Marcus S,Moeen Ali,"Moeen Ali to Marcus Stoinis, Six,"
6,63,2,9.2,1,Marcus S,Moeen Ali,"Moeen Ali to Marcus Stoinis, 1 run,"
6,64,2,9.3,1,Krunal Pandya,Moeen Ali,"Moeen Ali to Krunal Pandya, 1 run,"
6,65,2,9.4,1,Marcus S,Moeen Ali,"Moeen Ali to Marcus Stoinis, 1 run,"
6,66,2,9.5,0,Krunal Pandya,Moeen Ali,"Moeen Ali to Krunal Pandya, no run,"
6,67,2,9.6,w,Krunal Pandya,Moeen Ali,"Moeen Ali to Krunal Pandya, no run,                           Wicket - c RA Jadeja b Moeen Ali batsmen out 9(9)"
6,68,2,10.1,0,Marcus S,Mitchell Santner,"Mitchell Santner to Marcus Stoinis, no run,"
6,69,2,10.2,1,Marcus S,Mitchell Santner,"Mitchell Santner to Marcus Stoinis, 1 run,"
6,70,2,10.3,1,Nicholas Pooran,Mitchell Santner,"Mitchell Santner to Nicholas Pooran, 1 run,"
6,71,2,10.4,1,Marcus S,Mitchell Santner,"Mitchell Santner to Marcus Stoinis, 1 run,"
6,72,2,10.5,1,Nicholas Pooran,Mitchell Santner,"Mitchell Santner to Nicholas Pooran, 1 run,"
6,73,2,10.6,1,Marcus S,Mitchell Santner,"Mitchell Santner to Marcus Stoinis, 1 run,"
6,74,2,11.1,1,Marcus S,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Marcus Stoinis, 1 run,"
6,75,2,11.2,0,Nicholas Pooran,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Nicholas Pooran, no run,"
6,76,2,11.3,6,Nicholas Pooran,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Nicholas Pooran, Six,"
6,77,2,11.4,4,Nicholas Pooran,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Nicholas Pooran, Four,"
6,78,2,11.5,4,Nicholas Pooran,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Nicholas Pooran, Four,"
6,79,2,11.6,0,Nicholas Pooran,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Nicholas Pooran, no run,"
6,80,2,12.1,1,Marcus S,Mitchell Santner,"Mitchell Santner to Marcus Stoinis, 1 run,"
6,81,2,12.2,1,Nicholas Pooran,Mitchell Santner,"Mitchell Santner to Nicholas Pooran, 1 run,"
6,82,2,12.3,0,Marcus S,Mitchell Santner,"Mitchell Santner to Marcus Stoinis, no run,"
6,83,2,12.4,0,Marcus S,Mitchell Santner,"Mitchell Santner to Marcus Stoinis, no run,"
6,84,2,12.5,1,Marcus S,Mitchell Santner,"Mitchell Santner to Marcus Stoinis, 1 run,"
6,85,2,12.6,0,Nicholas Pooran,Mitchell Santner,"Mitchell Santner to Nicholas Pooran, no run,"
6,86,2,13.1,2,Marcus S,Moeen Ali,"Moeen Ali to Marcus Stoinis, 2 runs,"
6,87,2,13.2,w,Marcus S,Moeen Ali,"Moeen Ali to Marcus Stoinis, no run,                           Wicket - b Moeen Ali batsmen out 21(18)"
6,88,2,13.3,2,Ayush Badoni,Moeen Ali,"Moeen Ali to Ayush Badoni, 2 runs,"
6,89,2,13.4,1wd,Ayush Badoni,Moeen Ali,"Moeen Ali to Ayush Badoni, 1 wide,"
6,90,2,13.4,1,Ayush Badoni,Moeen Ali,"Moeen Ali to Ayush Badoni, 1 run,"
6,91,2,13.5,1,Nicholas Pooran,Moeen Ali,"Moeen Ali to Nicholas Pooran, 1 run,"
6,92,2,13.6,1,Ayush Badoni,Moeen Ali,"Moeen Ali to Ayush Badoni, 1 run,"
6,93,2,14.1,1,Ayush Badoni,Ravindra Jadeja,"Ravindra Jadeja to Ayush Badoni, 1 run,"
6,94,2,14.2,0,Nicholas Pooran,Ravindra Jadeja,"Ravindra Jadeja to Nicholas Pooran, no run,"
6,95,2,14.3,6,Nicholas Pooran,Ravindra Jadeja,"Ravindra Jadeja to Nicholas Pooran, Six,"
6,96,2,14.4,0,Nicholas Pooran,Ravindra Jadeja,"Ravindra Jadeja to Nicholas Pooran, no run,"
6,97,2,14.5,6,Nicholas Pooran,Ravindra Jadeja,"Ravindra Jadeja to Nicholas Pooran, Six,"
6,98,2,14.6,1,Nicholas Pooran,Ravindra Jadeja,"Ravindra Jadeja to Nicholas Pooran, 1 run,"
6,99,2,15.1,0,Nicholas Pooran,Tushar Deshpande,"Tushar Deshpande to Nicholas Pooran, no run,"
6,100,2,15.2,1,Nicholas Pooran,Tushar Deshpande,"Tushar Deshpande to Nicholas Pooran, 1 run,"
6,101,2,15.3,2,Ayush Badoni,Tushar Deshpande,"Tushar Deshpande to Ayush Badoni, 2 runs,"
6,102,2,15.4,2,Ayush Badoni,Tushar Deshpande,"Tushar Deshpande to Ayush Badoni, 2 runs,"
6,103,2,15.5,1,Ayush Badoni,Tushar Deshpande,"Tushar Deshpande to Ayush Badoni, 1 run,"
6,104,2,15.6,w,Nicholas Pooran,Tushar Deshpande,"Tushar Deshpande to Nicholas Pooran, no run,                           Wicket - c Ben Stokes b TU Deshpande batsmen out 32(18)"
6,105,2,16.1,1,Ayush Badoni,Deepak Chahar,"Deepak Chahar to Ayush Badoni, 1 run,"
6,106,2,16.2,2,Krishnappa Gowtham,Deepak Chahar,"Deepak Chahar to Krishnappa Gowtham, 2 runs,"
6,107,2,16.3,1wd,Krishnappa Gowtham,Deepak Chahar,"Deepak Chahar to Krishnappa Gowtham, 1 wide,"
6,108,2,16.3,1wd,Krishnappa Gowtham,Deepak Chahar,"Deepak Chahar to Krishnappa Gowtham, 1 wide,"
6,109,2,16.3,1wd,Krishnappa Gowtham,Deepak Chahar,"Deepak Chahar to Krishnappa Gowtham, 1 wide,"
6,110,2,16.3,6,Krishnappa Gowtham,Deepak Chahar,"Deepak Chahar to Krishnappa Gowtham, Six,"
6,111,2,16.4,2,Krishnappa Gowtham,Deepak Chahar,"Deepak Chahar to Krishnappa Gowtham, 2 runs,"
6,112,2,16.5,2,Krishnappa Gowtham,Deepak Chahar,"Deepak Chahar to Krishnappa Gowtham, 2 runs,"
6,113,2,16.6,2,Krishnappa Gowtham,Deepak Chahar,"Deepak Chahar to Krishnappa Gowtham, 2 runs,"
6,114,2,17.1,1,Ayush Badoni,Tushar Deshpande,"Tushar Deshpande to Ayush Badoni, 1 run,"
6,115,2,17.2,1,Krishnappa Gowtham,Tushar Deshpande,"Tushar Deshpande to Krishnappa Gowtham, 1 run,"
6,116,2,17.3,2,Ayush Badoni,Tushar Deshpande,"Tushar Deshpande to Ayush Badoni, 2 runs,"
6,117,2,17.4,1,Ayush Badoni,Tushar Deshpande,"Tushar Deshpande to Ayush Badoni, 1 run,"
6,118,2,17.5,1,Krishnappa Gowtham,Tushar Deshpande,"Tushar Deshpande to Krishnappa Gowtham, 1 run,"
6,119,2,17.6,1,Ayush Badoni,Tushar Deshpande,"Tushar Deshpande to Ayush Badoni, 1 run,"
6,120,2,18.1,1,Ayush Badoni,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Ayush Badoni, 1 run,"
6,121,2,18.2,1wd,Krishnappa Gowtham,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Krishnappa Gowtham, 1 wide,"
6,122,2,18.2,0,Krishnappa Gowtham,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Krishnappa Gowtham, no run,"
6,123,2,18.3,1wd,Krishnappa Gowtham,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Krishnappa Gowtham, 1 wide,"
6,124,2,18.3,0,Krishnappa Gowtham,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Krishnappa Gowtham, no run,"
6,125,2,18.4,1wd,Krishnappa Gowtham,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Krishnappa Gowtham, 1 wide,"
6,126,2,18.4,1,Krishnappa Gowtham,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Krishnappa Gowtham, 1 run,"
6,127,2,18.5,2,Ayush Badoni,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Ayush Badoni, 2 runs,"
6,128,2,18.6,2,Ayush Badoni,Rajvardhan Hangargekar,"Rajvardhan Hangargekar to Ayush Badoni, 2 runs,"
6,129,2,19.1,1wd,Krishnappa Gowtham,Tushar Deshpande,"Tushar Deshpande to Krishnappa Gowtham, 1 wide,"
6,130,2,19.1,2nb,Krishnappa Gowtham,Tushar Deshpande,"Tushar Deshpande to Krishnappa Gowtham, 2 no ball,"
6,131,2,19.1,2,Ayush Badoni,Tushar Deshpande,"Tushar Deshpande to Ayush Badoni, 2 runs,"
6,132,2,19.2,0,Ayush Badoni,Tushar Deshpande,"Tushar Deshpande to Ayush Badoni, no run,"
6,133,2,19.3,w,Ayush Badoni,Tushar Deshpande,"Tushar Deshpande to Ayush Badoni, no run,                           Wicket - c MS Dhoni b TU Deshpande batsmen out 23(18)"
6,134,2,19.4,0,Mark Wood,Tushar Deshpande,"Tushar Deshpande to Mark Wood, no run,"
6,135,2,19.5,4,Mark Wood,Tushar Deshpande,"Tushar Deshpande to Mark Wood, Four,"
6,136,2,19.6,6,Mark Wood,Tushar Deshpande,"Tushar Deshpande to Mark Wood, Six,"
7,1,1,0.1,1wd,David Warner,Mohammed Shami,"Mohammed Shami to David Warner, 1 wide,"
7,2,1,0.1,0,David Warner,Mohammed Shami,"Mohammed Shami to David Warner, no run,"
7,3,1,0.2,1wd,David Warner,Mohammed Shami,"Mohammed Shami to David Warner, 1 wide,"
7,4,1,0.2,0,David Warner,Mohammed Shami,"Mohammed Shami to David Warner, no run,"
7,5,1,0.3,0,David Warner,Mohammed Shami,"Mohammed Shami to David Warner, no run,"
7,6,1,0.4,0,David Warner,Mohammed Shami,"Mohammed Shami to David Warner, no run,"
7,7,1,0.5,4,David Warner,Mohammed Shami,"Mohammed Shami to David Warner, Four,"
7,8,1,0.6,5wd,David Warner,Mohammed Shami,"Mohammed Shami to David Warner, 5 wide,"
7,9,1,0.6,0,David Warner,Mohammed Shami,"Mohammed Shami to David Warner, no run,"
7,10,1,1.1,1,Prithvi Shaw,Josh Little,"Josh Little to Prithvi Shaw, 1 run,"
7,11,1,1.2,0,David Warner,Josh Little,"Josh Little to David Warner, no run,"
7,12,1,1.3,2,David Warner,Josh Little,"Josh Little to David Warner, 2 runs,"
7,13,1,1.4,0,David Warner,Josh Little,"Josh Little to David Warner, no run,"
7,14,1,1.5,2,David Warner,Josh Little,"Josh Little to David Warner, 2 runs,"
7,15,1,1.6,4,David Warner,Josh Little,"Josh Little to David Warner, Four,"
7,16,1,2.1,3wd,Prithvi Shaw,Mohammed Shami,"Mohammed Shami to Prithvi Shaw, 3 wide,"
7,17,1,2.1,4,Prithvi Shaw,Mohammed Shami,"Mohammed Shami to Prithvi Shaw, Four,"
7,18,1,2.2,0,Prithvi Shaw,Mohammed Shami,"Mohammed Shami to Prithvi Shaw, no run,"
7,19,1,2.3,2,Prithvi Shaw,Mohammed Shami,"Mohammed Shami to Prithvi Shaw, 2 runs,"
7,20,1,2.4,w,Prithvi Shaw,Mohammed Shami,"Mohammed Shami to Prithvi Shaw, no run,                           Wicket - c Alzarri Joseph b M Shami batsmen out 7(5)"
7,21,1,2.5,0,Mitchell Marsh,Mohammed Shami,"Mohammed Shami to Mitchell Marsh, no run,"
7,22,1,2.6,0,Mitchell Marsh,Mohammed Shami,"Mohammed Shami to Mitchell Marsh, no run,"
7,23,1,3.1,0,David Warner,Josh Little,"Josh Little to David Warner, no run,"
7,24,1,3.2,0,David Warner,Josh Little,"Josh Little to David Warner, no run,"
7,25,1,3.3,0,David Warner,Josh Little,"Josh Little to David Warner, no run,"
7,26,1,3.4,0,David Warner,Josh Little,"Josh Little to David Warner, no run,"
7,27,1,3.5,0,David Warner,Josh Little,"Josh Little to David Warner, no run,"
7,28,1,3.6,4,David Warner,Josh Little,"Josh Little to David Warner, Four,"
7,29,1,4.1,4,Mitchell Marsh,Mohammed Shami,"Mohammed Shami to Mitchell Marsh, Four,"
7,30,1,4.2,w,Mitchell Marsh,Mohammed Shami,"Mohammed Shami to Mitchell Marsh, no run,                           Wicket - b M Shami batsmen out 4(4)"
7,31,1,4.3,0,Sarfaraz Khan,Mohammed Shami,"Mohammed Shami to Sarfaraz Khan, no run,"
7,32,1,4.4,1,Sarfaraz Khan,Mohammed Shami,"Mohammed Shami to Sarfaraz Khan, 1 run,"
7,33,1,4.5,0,David Warner,Mohammed Shami,"Mohammed Shami to David Warner, no run,"
7,34,1,4.6,4,David Warner,Mohammed Shami,"Mohammed Shami to David Warner, Four,"
7,35,1,5.1,1,Sarfaraz Khan,Hardik Pandya,"Hardik Pandya to Sarfaraz Khan, 1 run,"
7,36,1,5.2,4,David Warner,Hardik Pandya,"Hardik Pandya to David Warner, Four,"
7,37,1,5.3,0,David Warner,Hardik Pandya,"Hardik Pandya to David Warner, no run,"
7,38,1,5.4,1,David Warner,Hardik Pandya,"Hardik Pandya to David Warner, 1 run,"
7,39,1,5.5,0,Sarfaraz Khan,Hardik Pandya,"Hardik Pandya to Sarfaraz Khan, no run,"
7,40,1,5.6,4lb,Sarfaraz Khan,Hardik Pandya,"Hardik Pandya to Sarfaraz Khan, 4 leg bye,"
7,41,1,6.1,0,David Warner,Alzarri Joseph,"Alzarri Joseph to David Warner, no run,"
7,42,1,6.2,0,David Warner,Alzarri Joseph,"Alzarri Joseph to David Warner, no run,"
7,43,1,6.3,4,David Warner,Alzarri Joseph,"Alzarri Joseph to David Warner, Four,"
7,44,1,6.4,1wd,David Warner,Alzarri Joseph,"Alzarri Joseph to David Warner, 1 wide,"
7,45,1,6.4,4,David Warner,Alzarri Joseph,"Alzarri Joseph to David Warner, Four,"
7,46,1,6.5,0,David Warner,Alzarri Joseph,"Alzarri Joseph to David Warner, no run,"
7,47,1,6.6,2,David Warner,Alzarri Joseph,"Alzarri Joseph to David Warner, 2 runs,"
7,48,1,7.1,0,Sarfaraz Khan,Hardik Pandya,"Hardik Pandya to Sarfaraz Khan, no run,"
7,49,1,7.2,1,Sarfaraz Khan,Hardik Pandya,"Hardik Pandya to Sarfaraz Khan, 1 run,"
7,50,1,7.3,1,David Warner,Hardik Pandya,"Hardik Pandya to David Warner, 1 run,"
7,51,1,7.4,0,Sarfaraz Khan,Hardik Pandya,"Hardik Pandya to Sarfaraz Khan, no run,"
7,52,1,7.5,1,Sarfaraz Khan,Hardik Pandya,"Hardik Pandya to Sarfaraz Khan, 1 run,"
7,53,1,7.6,1,David Warner,Hardik Pandya,"Hardik Pandya to David Warner, 1 run,"
7,54,1,8.1,0,David Warner,Alzarri Joseph,"Alzarri Joseph to David Warner, no run,"
7,55,1,8.2,w,David Warner,Alzarri Joseph,"Alzarri Joseph to David Warner, no run,                           Wicket - b Alzarri Joseph batsmen out 37(32)"
7,56,1,8.3,w,Rilee Rossouw,Alzarri Joseph,"Alzarri Joseph to Rilee Rossouw, no run,                           Wicket - c R Tewatia b Alzarri Joseph batsmen out 0(1)"
7,57,1,8.4,1,Abishek Porel,Alzarri Joseph,"Alzarri Joseph to Abishek Porel, 1 run,"
7,58,1,8.5,2,Sarfaraz Khan,Alzarri Joseph,"Alzarri Joseph to Sarfaraz Khan, 2 runs,"
7,59,1,8.6,0,Sarfaraz Khan,Alzarri Joseph,"Alzarri Joseph to Sarfaraz Khan, no run,"
7,60,1,9.1,1,Abishek Porel,Hardik Pandya,"Hardik Pandya to Abishek Porel, 1 run,"
7,61,1,9.2,0,Sarfaraz Khan,Hardik Pandya,"Hardik Pandya to Sarfaraz Khan, no run,"
7,62,1,9.3,4,Sarfaraz Khan,Hardik Pandya,"Hardik Pandya to Sarfaraz Khan, Four,"
7,63,1,9.4,1,Sarfaraz Khan,Hardik Pandya,"Hardik Pandya to Sarfaraz Khan, 1 run,"
7,64,1,9.5,1,Abishek Porel,Hardik Pandya,"Hardik Pandya to Abishek Porel, 1 run,"
7,65,1,9.6,1,Sarfaraz Khan,Hardik Pandya,"Hardik Pandya to Sarfaraz Khan, 1 run,"
7,66,1,10.1,0,Sarfaraz Khan,Alzarri Joseph,"Alzarri Joseph to Sarfaraz Khan, no run,"
7,67,1,10.2,1,Sarfaraz Khan,Alzarri Joseph,"Alzarri Joseph to Sarfaraz Khan, 1 run,"
7,68,1,10.3,2,Abishek Porel,Alzarri Joseph,"Alzarri Joseph to Abishek Porel, 2 runs,"
7,69,1,10.4,6,Abishek Porel,Alzarri Joseph,"Alzarri Joseph to Abishek Porel, Six,"
7,70,1,10.5,0,Abishek Porel,Alzarri Joseph,"Alzarri Joseph to Abishek Porel, no run,"
7,71,1,10.6,1,Abishek Porel,Alzarri Joseph,"Alzarri Joseph to Abishek Porel, 1 run,"
7,72,1,11.1,1,Abishek Porel,Yash Dayal,"Yash Dayal to Abishek Porel, 1 run,"
7,73,1,11.2,2,Sarfaraz Khan,Yash Dayal,"Yash Dayal to Sarfaraz Khan, 2 runs,"
7,74,1,11.3,1,Sarfaraz Khan,Yash Dayal,"Yash Dayal to Sarfaraz Khan, 1 run,"
7,75,1,11.4,1,Abishek Porel,Yash Dayal,"Yash Dayal to Abishek Porel, 1 run,"
7,76,1,11.5,1,Sarfaraz Khan,Yash Dayal,"Yash Dayal to Sarfaraz Khan, 1 run,"
7,77,1,11.6,6,Abishek Porel,Yash Dayal,"Yash Dayal to Abishek Porel, Six,"
7,78,1,12.1,1,Sarfaraz Khan,Rashid Khan,"Rashid Khan to Sarfaraz Khan, 1 run,"
7,79,1,12.2,w,Abishek Porel,Rashid Khan,"Rashid Khan to Abishek Porel, no run,                           Wicket - b Rashid Khan batsmen out 20(11)"
7,80,1,12.3,0,Axar Patel,Rashid Khan,"Rashid Khan to Axar Patel, no run,"
7,81,1,12.4,4,Axar Patel,Rashid Khan,"Rashid Khan to Axar Patel, Four,"
7,82,1,12.5,1,Axar Patel,Rashid Khan,"Rashid Khan to Axar Patel, 1 run,"
7,83,1,12.6,1,Sarfaraz Khan,Rashid Khan,"Rashid Khan to Sarfaraz Khan, 1 run,"
7,84,1,13.1,0,Sarfaraz Khan,Alzarri Joseph,"Alzarri Joseph to Sarfaraz Khan, no run,"
7,85,1,13.2,1,Sarfaraz Khan,Alzarri Joseph,"Alzarri Joseph to Sarfaraz Khan, 1 run,"
7,86,1,13.3,0,Axar Patel,Alzarri Joseph,"Alzarri Joseph to Axar Patel, no run,"
7,87,1,13.4,0,Axar Patel,Alzarri Joseph,"Alzarri Joseph to Axar Patel, no run,"
7,88,1,13.5,0,Axar Patel,Alzarri Joseph,"Alzarri Joseph to Axar Patel, no run,"
7,89,1,13.6,4,Axar Patel,Alzarri Joseph,"Alzarri Joseph to Axar Patel, Four,"
7,90,1,14.1,0,Sarfaraz Khan,Rashid Khan,"Rashid Khan to Sarfaraz Khan, no run,"
7,91,1,14.2,1,Sarfaraz Khan,Rashid Khan,"Rashid Khan to Sarfaraz Khan, 1 run,"
7,92,1,14.3,1,Axar Patel,Rashid Khan,"Rashid Khan to Axar Patel, 1 run,"
7,93,1,14.4,0,Sarfaraz Khan,Rashid Khan,"Rashid Khan to Sarfaraz Khan, no run,"
7,94,1,14.5,1,Sarfaraz Khan,Rashid Khan,"Rashid Khan to Sarfaraz Khan, 1 run,"
7,95,1,14.6,6,Axar Patel,Rashid Khan,"Rashid Khan to Axar Patel, Six,"
7,96,1,15.1,0,Sarfaraz Khan,Josh Little,"Josh Little to Sarfaraz Khan, no run,"
7,97,1,15.2,2,Sarfaraz Khan,Josh Little,"Josh Little to Sarfaraz Khan, 2 runs,"
7,98,1,15.3,1,Sarfaraz Khan,Josh Little,"Josh Little to Sarfaraz Khan, 1 run,"
7,99,1,15.4,1,Axar Patel,Josh Little,"Josh Little to Axar Patel, 1 run,"
7,100,1,15.5,1,Sarfaraz Khan,Josh Little,"Josh Little to Sarfaraz Khan, 1 run,"
7,101,1,15.6,0,Axar Patel,Josh Little,"Josh Little to Axar Patel, no run,"
7,102,1,16.1,4,Sarfaraz Khan,Rashid Khan,"Rashid Khan to Sarfaraz Khan, Four,"
7,103,1,16.2,w,Sarfaraz Khan,Rashid Khan,"Rashid Khan to Sarfaraz Khan, no run,                           Wicket - c Josh Little b Rashid Khan batsmen out 30(34)"
7,104,1,16.3,0,Aman Hakim Khan,Rashid Khan,"Rashid Khan to Aman Hakim Khan, no run,"
7,105,1,16.4,1,Aman Hakim Khan,Rashid Khan,"Rashid Khan to Aman Hakim Khan, 1 run,"
7,106,1,16.5,0,Axar Patel,Rashid Khan,"Rashid Khan to Axar Patel, no run,"
7,107,1,16.6,1,Axar Patel,Rashid Khan,"Rashid Khan to Axar Patel, 1 run,"
7,108,1,17.1,1,Axar Patel,Josh Little,"Josh Little to Axar Patel, 1 run,"
7,109,1,17.2,0,Aman Hakim Khan,Josh Little,"Josh Little to Aman Hakim Khan, no run,"
7,110,1,17.3,1,Aman Hakim Khan,Josh Little,"Josh Little to Aman Hakim Khan, 1 run,"
7,111,1,17.4,6,Axar Patel,Josh Little,"Josh Little to Axar Patel, Six,"
7,112,1,17.5,1,Axar Patel,Josh Little,"Josh Little to Axar Patel, 1 run,"
7,113,1,17.6,0,Aman Hakim Khan,Josh Little,"Josh Little to Aman Hakim Khan, no run,"
7,114,1,18.1,1,Axar Patel,Rashid Khan,"Rashid Khan to Axar Patel, 1 run,"
7,115,1,18.2,0,Aman Hakim Khan,Rashid Khan,"Rashid Khan to Aman Hakim Khan, no run,"
7,116,1,18.3,6,Aman Hakim Khan,Rashid Khan,"Rashid Khan to Aman Hakim Khan, Six,"
7,117,1,18.4,w,Aman Hakim Khan,Rashid Khan,"Rashid Khan to Aman Hakim Khan, no run,                           Wicket - c HH Pandya b Rashid Khan batsmen out 8(8)"
7,118,1,18.5,1,Kuldeep Yadav,Rashid Khan,"Rashid Khan to Kuldeep Yadav, 1 run,"
7,119,1,18.6,1,Axar Patel,Rashid Khan,"Rashid Khan to Axar Patel, 1 run,"
7,120,1,19.1,6,Axar Patel,Mohammed Shami,"Mohammed Shami to Axar Patel, Six,"
7,121,1,19.2,0,Axar Patel,Mohammed Shami,"Mohammed Shami to Axar Patel, no run,"
7,122,1,19.3,2,Axar Patel,Mohammed Shami,"Mohammed Shami to Axar Patel, 2 runs,"
7,123,1,19.4,w,Axar Patel,Mohammed Shami,"Mohammed Shami to Axar Patel, no run,                           Wicket - c David Miller b M Shami batsmen out 36(22)"
7,124,1,19.5,0,Anrich Nortje,Mohammed Shami,"Mohammed Shami to Anrich Nortje, no run,"
7,125,1,19.6,4,Anrich Nortje,Mohammed Shami,"Mohammed Shami to Anrich Nortje, Four,"
7,1,2,0.1,0,Wriddhiman Saha,Khaleel Ahmed,"Khaleel Ahmed to Wriddhiman Saha, no run,"
7,2,2,0.2,0,Wriddhiman Saha,Khaleel Ahmed,"Khaleel Ahmed to Wriddhiman Saha, no run,"
7,3,2,0.3,4,Wriddhiman Saha,Khaleel Ahmed,"Khaleel Ahmed to Wriddhiman Saha, Four,"
7,4,2,0.4,4,Wriddhiman Saha,Khaleel Ahmed,"Khaleel Ahmed to Wriddhiman Saha, Four,"
7,5,2,0.5,0,Wriddhiman Saha,Khaleel Ahmed,"Khaleel Ahmed to Wriddhiman Saha, no run,"
7,6,2,0.6,6,Wriddhiman Saha,Khaleel Ahmed,"Khaleel Ahmed to Wriddhiman Saha, Six,"
7,7,2,1.1,4,Shubman Gill,Mukesh Kumar,"Mukesh Kumar to Shubman Gill, Four,"
7,8,2,1.2,0,Shubman Gill,Mukesh Kumar,"Mukesh Kumar to Shubman Gill, no run,"
7,9,2,1.3,0,Shubman Gill,Mukesh Kumar,"Mukesh Kumar to Shubman Gill, no run,"
7,10,2,1.4,4,Shubman Gill,Mukesh Kumar,"Mukesh Kumar to Shubman Gill, Four,"
7,11,2,1.5,0,Shubman Gill,Mukesh Kumar,"Mukesh Kumar to Shubman Gill, no run,"
7,12,2,1.6,0,Shubman Gill,Mukesh Kumar,"Mukesh Kumar to Shubman Gill, no run,"
7,13,2,2.1,w,Wriddhiman Saha,Anrich Nortje,"Anrich Nortje to Wriddhiman Saha, no run,                           Wicket - b Anrich Nortje batsmen out 14(7)"
7,14,2,2.2,1,Sai Sudharsan,Anrich Nortje,"Anrich Nortje to Sai Sudharsan, 1 run,"
7,15,2,2.3,0,Shubman Gill,Anrich Nortje,"Anrich Nortje to Shubman Gill, no run,"
7,16,2,2.4,5nb,Shubman Gill,Anrich Nortje,"Anrich Nortje to Shubman Gill, 5 no ball,"
7,17,2,2.4,1,Shubman Gill,Anrich Nortje,"Anrich Nortje to Shubman Gill, 1 run,"
7,18,2,2.5,1,Sai Sudharsan,Anrich Nortje,"Anrich Nortje to Sai Sudharsan, 1 run,"
7,19,2,2.6,0,Shubman Gill,Anrich Nortje,"Anrich Nortje to Shubman Gill, no run,"
7,20,2,3.1,0,Sai Sudharsan,Mukesh Kumar,"Mukesh Kumar to Sai Sudharsan, no run,"
7,21,2,3.2,4,Sai Sudharsan,Mukesh Kumar,"Mukesh Kumar to Sai Sudharsan, Four,"
